target_id
ENSG00000065989
ENSG00000120156
ENSG00000143799
ENSG00000166736
ENSG00000022355
ENSG00000169174
ENSG00000140675
ENSG00000159110
ENSG00000125538
ENSG00000141736
ENSG00000169252
ENSG00000037280
ENSG00000113302
ENSG00000144285
ENSG00000169432
ENSG00000091831
ENSG00000232810
ENSG00000185811
ENSG00000128052
ENSG00000117400
ENSG00000176890
ENSG00000186297
ENSG00000160013
ENSG00000102755
ENSG00000072518
ENSG00000144891
ENSG00000015413
ENSG00000180210
ENSG00000163599
ENSG00000082556
ENSG00000156738
ENSG00000134853
ENSG00000120659
ENSG00000170820
ENSG00000151834
ENSG00000151067
ENSG00000146648
ENSG00000129484
ENSG00000133703
ENSG00000157764
ENSG00000110944
ENSG00000169083
ENSG00000010671
ENSG00000126934
ENSG00000171791
ENSG00000162009
ENSG00000112715
ENSG00000132155
ENSG00000196230
ENSG00000116329
ENSG00000126218
ENSG00000161405
ENSG00000134460
ENSG00000169313
ENSG00000112038
ENSG00000113749
ENSG00000112164
ENSG00000169032
ENSG00000169194
ENSG00000188389
ENSG00000113448
ENSG00000180616
ENSG00000096968
ENSG00000153253
ENSG00000104870
ENSG00000173511
ENSG00000142192
ENSG00000131747
ENSG00000011677
ENSG00000133019
ENSG00000187266
ENSG00000140443
ENSG00000196639
ENSG00000211891
ENSG00000242950
ENSG00000113851
ENSG00000109163
ENSG00000198900
ENSG00000043591
ENSG00000095303
ENSG00000105976
ENSG00000091879
ENSG00000154188
ENSG00000198793
ENSG00000162434
ENSG00000105675
ENSG00000082175
ENSG00000171105
ENSG00000149295
ENSG00000101144
ENSG00000122025
ENSG00000113161
ENSG00000159640
ENSG00000121879
ENSG00000136244
ENSG00000119630
ENSG00000136531
ENSG00000004468
ENSG00000185499
ENSG00000117601
ENSG00000160712
ENSG00000108576
ENSG00000112964
ENSG00000176884
ENSG00000112115
ENSG00000106804
ENSG00000184588
ENSG00000142208
ENSG00000113580
ENSG00000197635
ENSG00000105650
ENSG00000103546
ENSG00000185010
ENSG00000119535
ENSG00000165731
ENSG00000120217
ENSG00000177455
ENSG00000077238
ENSG00000239732
ENSG00000157404
ENSG00000073756
