NCT ID,Acronym,Overall Status,Start Date,Conditions,Interventions,Locations,Primary Completion Date,Study First Post Date,Last Update Post Date,Study Type,Phases
NCT00451451,CONFIRM,COMPLETED,2007-06,Relapsing-Remitting Multiple Sclerosis,"BG00012, Placebo, Glatiramer Acetate","Birmingham - United States, Cullman - United States, Huntsville - United States, Phoenix - United States, La Jolla - United States, Loma Linda - United States, Pasadena - United States, Sacramento - United States, Walnut Creek - United States, Boulder - United States, Colorado Springs - United States, Fort Collins - United States, Maitland - United States, Miami - United States, Naples - United States, Pompano Beach - United States, Sarasota - United States, St. Petersburg - United States, Tallahassee - United States, Tampa - United States, Augusta - United States, Columbus - United States, Meridan - United States, Indianapolis - United States, Kansas City - United States, Louisville - United States, Shreveport - United States, Baltimore - United States, Boston - United States, Clinton Township - United States, Grand Rapids - United States, Dover - United States, Lebanon - United States, Freehold - United States, Teaneck - United States, Amherst - United States, Buffalo - United States, Cedarhurst - United States, Mineola - United States, Patchogue - United States, Plainview - United States, Staten Island - United States, Stony Brook - United States, Charlotte - United States, Winston-Salem - United States, Bellevue - United States, Cleveland - United States, Columbus - United States, Edmond - United States, Eugene - United States, Medford - United States, Portland - United States, Philadelphia - United States, Pittsburgh - United States, Souderton - United States, Cordova - United States, Franklin - United States, Knoxville - United States, Memphis - United States, Nashville - United States, Dallas - United States, Galveston - United States, Houston - United States, Round Rock - United States, San Antonio - United States, Salt Lake City - United States, Burlington - United States, Richmond - United States, Seattle - United States, Tacoma - United States, Madison - United States, Milwaukee - United States, Gomel - Belarus, Minsk - Belarus, Vitebsk - Belarus, Lommel - Belgium, Sijsele-Damme - Belgium, Woluwe - Belgium, Tuzla - Bosnia and Herzegovina, Banja Luka - Bosnia and Herzegovina, Sarajevo B&H Federation - Bosnia and Herzegovina, Plovdiv - Bulgaria, Rousse - Bulgaria, Sofia - Bulgaria, Stara Zagora - Bulgaria, Varna - Bulgaria, Edmonton - Canada, London - Canada, Montreal - Canada, Osijek - Canada, San Jose - Costa Rica, Rijeka - Croatia, Zagreb - Croatia, Ostrava-Moravska - Czech Republic, Ostrava - Czech Republic, Praha - Czech Republic, Kuressaare - Estonia, Parnu - Estonia, Tallinn - Estonia, Tartu - Estonia, Caen - France, Dijon - France, Marseille - France, Montpellier - France, Nancy - France, Nimes - France, Strasbourg - France, Bamberg - Germany, Bayreuth - Germany, Berg Starnberger - Germany, Berlin - Germany, Dusseldorf - Germany, Erbach - Germany, Erlangen - Germany, Giessen - Germany, Halle (Saale) - Germany, Hanburg - Germany, Heidelberg - Germany, Koln - Germany, Magdeburg - Germany, Marburg - Germany, Munchen - Germany, Regensburg - Germany, Schwerin - Germany, Athens - Greece, Larisa - Greece, Patra - Greece, Thessaloniki - Greece, Ahmedabad - India, Bangalore - India, Calicut - India, Chandigarh - India, Chennai - India, Cochin - India, Coimbatore - India, Kochi - India, Kolkata - India, Lucknow - India, Ludhiana - India, Mangalore - India, Mumbai - India, New Delhi - India, Pune - India, Cork - Ireland, Dublin - Ireland, Galway - Ireland, Holon - Israel, Safed - Israel, Riga - Latvia, Skopje - Macedonia, The Former Yugoslav Republic of, Guadalajara - Mexico, Morelia - Mexico, Monterrey - Mexico, Aguascalientes - Mexico, Guadalajara - Mexico, Mexico DF - Mexico, Mexico DF - Mexico, Mexico - Mexico, Monterray - Mexico, Chisinau - Moldova, Republic of, Kishinev - Moldova, Republic of, Hamilton - New Zealand, Bialystok - Poland, Gdansk - Poland, Katowice - Poland, Lodz - Poland, Lublin - Poland, Poznan - Poland, Szczecin - Poland, Warsaw - Poland, Warszawa - Poland, Wroclaw - Poland, Guaynabo - Puerto Rico, Bucuresti - Romania, Iasi - Romania, Oradea - Romania, Tirgu Mures - Romania, Tirgu-Mures - Romania, Belgrade - Serbia, Kragujevac - Serbia, Nis - Serbia, Novi Sad - Serbia, Kosice - Slovakia, Martin - Slovakia, Barcelona - Spain, Bilbao - Spain, Cordoba - Spain, Gandia - Spain, Madrid - Spain, Malaga - Spain, Santiago de Compostela - Spain, Sevilla - Spain, Kharkiv - Ukraine, Kyiv - Ukraine, Lviv - Ukraine, Odessa - Ukraine, Poltava - Ukraine, Simferopol - Ukraine, Zaporozhye - Ukraine",2011-08,2007-03-23,2015-01-26,INTERVENTIONAL,PHASE3
NCT00314951,Unknown,COMPLETED,2006-05-02,"Clostridium Infections, Diarrhea","Fidaxomicin, Vancomycin, Matching Placebo to Fidaxomicin",No locations listed,2008-07-23,2006-04-17,2017-04-21,INTERVENTIONAL,PHASE3
NCT00274651,PXD101-CLN-6,TERMINATED,2006-01,"Cutaneous T-Cell Lymphoma, Peripheral T-Cell Lymphoma, Non-Hodgkin's Lymphoma",belinostat,"Stanford - United States, New Haven - United States, Lenexa - United States, Boston - United States, Boston - United States, New York - United States, Cleveland - United States, Houston - United States, Pessac - France, Toulouse - France, Essen - Germany, Jerusalem - Israel, Petach Tikva - Israel, Hat Yai - Thailand, Patumwan - Thailand",2009-07,2006-01-11,2015-07-28,INTERVENTIONAL,PHASE2
NCT00524277,Unknown,COMPLETED,2007-01,Breast Cancer,"GP2 peptide + GM-CSF vaccine, GM-CSF (sargramostim), AE37 + GM-CSF vaccine, GM-CSF (sargramostim)","Washington - United States, Honolulu - United States, Baltimore - United States, Baltimore - United States, Bethesda - United States, Winston-Salem - United States, Fort Hood - United States, Fort Sam Houston - United States, Houston - United States, San Antonio - United States, Tacoma - United States, Landstuhl - Germany, Athens - Greece",2014-12-31,2007-09-03,2020-03-30,INTERVENTIONAL,PHASE2
NCT00424047,Unknown,COMPLETED,2003-01-01,Multiple Myeloma,"CC-5013 plus dexamethasone, Dexamethasone plus Placebo","Camperdown - Australia, East Melbourne - Australia, Prahran - Australia, Wodonga - Australia, Box Hill - Australia, Frankston - Australia, Herston - Australia, Parkville - Australia, South Brisbane - Australia, Salzburg - Austria, Vienna - Austria, Brussel - Belgium, Leuven - Belgium, Chemin Grand Revoyet - France, Lille - France, Nantes - France, Paris - France, Pessac - France, Toulouse cedex 9 - France, Vandoeuvre - France, Berlin - Germany, Berlin - Germany, Dusseldorf - Germany, Erlangen - Germany, Frankfurt am Main - Germany, Heidelberg - Germany, Muenster - Germany, Munchen - Germany, Tubingen - Germany, Athens - Greece, Galway - Ireland, Belfast - Ireland, Dublin 8 - Ireland, Limerick - Ireland, Haifa - Israel, Jerusalem - Israel, Tel Aviv - Israel, Tel Hashomer - Israel, Bologna - Italy, Genova - Italy, Milano - Italy, Pavia - Italy, Roma - Italy, Torio - Italy, Udine - Italy, Gdansk - Poland, Lublin - Poland, Warsaw - Poland, Barcelona - Spain, Madrid - Spain, Madrid - Spain, Pamplona - Spain, Salamanca - Spain, Santander - Spain, Goteborg - Sweden, Lausanne - Switzerland, St. Gallen - Switzerland, Zürich - Switzerland, Cherkassy - Ukraine, Dnepropetrovsk - Ukraine, Kiev - Ukraine, Kiev - Ukraine, Lviv - Ukraine, Lvov - Ukraine, Odessa - Ukraine, Zhitomir - Ukraine, London - United Kingdom, Bristol - United Kingdom, London - United Kingdom",2005-11-01,2007-01-18,2017-10-19,INTERVENTIONAL,PHASE3
NCT00468728,Unknown,COMPLETED,2006-10-04,"Clostridium Infections, Diarrhea","PAR-101/OPT-80, Vancomycin","Gadsden - United States, Phoenix - United States, Hot Springs - United States, La Mesa - United States, Modesto - United States, Palm Springs - United States, Rancho Mirage - United States, San Jose - United States, Santa Ana - United States, Vallejo - United States, Washington - United States, Miami - United States, Port Orange - United States, Sarasota - United States, Marietta - United States, Savannah - United States, Idaho Falls - United States, Chicago - United States, Maywood - United States, Indianapolis - United States, Bowling Green - United States, Jena - United States, New Orleans - United States, Baltimore - United States, Boston - United States, West Roxbury - United States, Detroit - United States, Keego Harbor - United States, Royal Oak - United States, Minneapolis - United States, Tupelo - United States, Columbia - United States, Butte - United States, Cedar Knolls - United States, Neptune - United States, Bronx - United States, Charlotte - United States, Winston-Salem - United States, Fargo - United States, Akron - United States, Amherst - United States, Cleveland - United States, Columbus - United States, Dayton - United States, Philadelphia - United States, Pittsburgh - United States, Charleston - United States, Rapid City - United States, Sioux Falls - United States, San Antonio - United States, Winchester - United States, Seattle - United States, Charlestown - United States, Aalst - Belgium, Alast - Belgium, Antwerp - Belgium, Brussels - Belgium, Columbia - Belgium, Gent - Belgium, Kortrijk - Belgium, Liege - Belgium, Mons - Belgium, Montigny-le-Tilleul - Belgium, Wilrijk - Belgium, Calgary - Canada, Edmonton - Canada, Hamilton - Canada, Toronto - Canada, Chicoutimi - Canada, Montreal - Canada, Sherbrooke - Canada, St. Jerome - Canada, Trois-Rivieres - Canada, Amiens - France, Caen Cedex - France, Clichy - France, Garches - France, Grenoble - France, Lille - France, Tourcoing - France, Tours Cedex - France, Valenciennes - France, Duesseldorf - Germany, Frankfurt - Germany, Hannover - Germany, Hofheim am Taunus - Germany, Koln - Germany, Lubeck - Germany, Luebeck - Germany, Magdeburg - Germany, Regensburg - Germany, Busto Arsizio - Italy, Genova - Italy, Milan - Italy, Modena - Italy, Torino - Italy, Badalona - Spain, Barcelona - Spain, Madrid - Spain, Palma de Mallorca - Spain, Seville - Spain, Eskilstuna - Sweden, Goteborg - Sweden, Orebro - Sweden, Great Yarmouth - United Kingdom, Derriford - United Kingdom, Barnsley - United Kingdom, Brighton - United Kingdom, Cambridge - United Kingdom, Edinburgh - United Kingdom, Liege - United Kingdom, London - United Kingdom, Nottingham - United Kingdom, Oxford - United Kingdom, Oxon - United Kingdom, Surrey - United Kingdom, York - United Kingdom",2009-12-11,2007-05-03,2017-04-21,INTERVENTIONAL,PHASE3
NCT00318461,LEAD-2,COMPLETED,2006-05,"Diabetes, Diabetes Mellitus, Type 2","liraglutide, metformin, glimepiride, placebo, placebo, liraglutide, liraglutide","Ciudad Autonoma de Bs As - Argentina, Ciudad Autónoma de Bs As - Argentina, Ciudad Autónoma de BsAs - Argentina, Junín - Argentina, Broadmeadow - Australia, Penrith - Australia, St Leonards - Australia, Daw Park - Australia, East Ringwood - Australia, Fremantle - Australia, Adelaide - Australia, Adelaide - Australia, Auckland - Australia, Bankstown - Australia, Box Hill - Australia, Cairns - Australia, Camperdown - Australia, Christchurch - Australia, Clayton - Australia, Fitzroy - Australia, Garran - Australia, Hornsby - Australia, Malvern - Australia, Perth - Australia, Westmead - Australia, Woodville - Australia, Arlon - Belgium, Bonheiden - Belgium, Gent - Belgium, Huy - Belgium, La Louvière - Belgium, Leuven - Belgium, Sofia - Bulgaria, Zagreb - Croatia, Aalborg - Denmark, Frederiksberg - Denmark, Herlev - Denmark, Hjørring - Denmark, Hvidovre - Denmark, København S - Denmark, København - Denmark, Odense - Denmark, Viborg - Denmark, Århus C - Denmark, Aschaffenburg - Germany, Bad Heilbrunn - Germany, Bad Kreuznach - Germany, Bad Lauterberg - Germany, Bad Mergentheim - Germany, Bad Neuenahr-Ahrweiler - Germany, Beckum - Germany, Bensheim - Germany, Berlin - Germany, Berlin - Germany, Berlin - Germany, Darmstadt - Germany, Diez - Germany, Dormagen - Germany, Dresden - Germany, Dresden - Germany, Flensburg - Germany, Großheirath - Germany, Halle - Germany, Hamburg - Germany, Hamburg - Germany, Kutenholz-Mulsum - Germany, Köln - Germany, Ludwigshafen - Germany, Marburg - Germany, Münster - Germany, Neuwied - Germany, Oberhausen - Germany, Pirna - Germany, Pohlheim - Germany, Regensburg - Germany, Rehlingen-Siersburg - Germany, Saaldorf-Surheim - Germany, Saarbrücken - Germany, Speyer - Germany, St. Ingbert - Germany, Stuttgart - Germany, Sulzbach-Rosenberg - Germany, Tübingen - Germany, Viersen - Germany, Völklingen - Germany, Würzburg - Germany, Budapest - Hungary, Debrecen - Hungary, Gyula - Hungary, Nyíregyháza - Hungary, Pecs - Hungary, Szekszárd - Hungary, Zalaegerszeg - Hungary, Hyderabad - India, Kochi - India, Mumbai - India, Chennai - India, Bangalore - India, Dublin - Ireland, Dublin - Ireland, Dublin - Ireland, Waterford - Ireland, Bari - Italy, Catania - Italy, Firenze - Italy, Milano - Italy, Milano - Italy, Monza - Italy, Orbassano - Italy, Padova - Italy, Palermo - Italy, Rimini - Italy, Roma - Italy, Sassari - Italy, Torino - Italy, Verona - Italy, Apeldoorn - Netherlands, Groningen - Netherlands, Rotterdam - Netherlands, Sliedrecht - Netherlands, Bekkestua - Norway, Bergen - Norway, Elverum - Norway, Gjøvik - Norway, Hamar - Norway, Kongsberg - Norway, Kongsvinger - Norway, Stavanger - Norway, Tromsø - Norway, Trondheim - Norway, Cluj Napoca - Romania, Constanta - Romania, Iasi - Romania, Moscow - Russian Federation, Moscow - Russian Federation, Moscow - Russian Federation, Moscow - Russian Federation, Saint-Petersburg - Russian Federation, Saint-Petersburg - Russian Federation, Bratislava - Slovakia, Bratislava - Slovakia, Bratislava - Slovakia, Kosice - Slovakia, Moldava nad Bodvou - Slovakia, Presov - Slovakia, Trencin - Slovakia, Johannesburg - South Africa, Johannesburg - South Africa, Durban - South Africa, Durban - South Africa, Durban - South Africa, Cape Town - South Africa, Benoni - South Africa, Alcazar de San Juan - Spain, Almería - Spain, Barcelona - Spain, Bilbao - Spain, Cádiz - Spain, Girona - Spain, Granada - Spain, La Coruña - Spain, La Laguna - Spain, Málaga - Spain, Mérida - Spain, San Juan - Spain, Santa Cruz de Tenerife - Spain, Santander - Spain, Sevilla - Spain, Falun - Sweden, Karlstad - Sweden, Linköping - Sweden, Lund - Sweden, Malmö - Sweden, Stockholm - Sweden, Stockholm - Sweden, Umeå - Sweden, Abergavenny - United Kingdom, Bath - United Kingdom, Bath - United Kingdom, Berkshire - United Kingdom, Cardiff - United Kingdom, Coventry - United Kingdom, Dundee - United Kingdom, East Horsley - United Kingdom, Frome - United Kingdom, Llanelli - United Kingdom, Oxford - United Kingdom, Plymouth - United Kingdom, Sheffield - United Kingdom, Sunbury on Thames - United Kingdom",2007-05,2006-04-26,2017-03-07,INTERVENTIONAL,PHASE3
NCT00004205,BIG 1-98,COMPLETED,1998-03,Breast Cancer,"letrozole, tamoxifen citrate","Copenhagen - Denmark, Bordeaux - France, St. Gallen - Switzerland",2008-12,2003-01-27,2017-12-12,INTERVENTIONAL,PHASE3
NCT00339183,Unknown,COMPLETED,2006-06-30,Metastatic Colorectal Cancer,"Panitumumab, FOLFIRI",No locations listed,2009-04-01,2006-06-20,2022-09-23,INTERVENTIONAL,PHASE3
NCT00471497,ENESTnd,COMPLETED,2007-07-31,"Myelogenous Leukemia, Chronic","nilotinib, imatinib","Los Angeles - United States, San Diego - United States, Vallejo - United States, Vallejo - United States, Greenwood Village - United States, Fort Myers - United States, Miami - United States, Ocoee - United States, Orlando - United States, Chicago - United States, Beech Grove - United States, Iowa City - United States, Overland Park - United States, New Orleans - United States, Lansing - United States, Columbia - United States, Saint Louis - United States, Hackensack - United States, New York - United States, Chapel Hill - United States, Winston-Salem - United States, Cincinnati - United States, Cleveland - United States, Portland - United States, Greenville - United States, Chattanooga - United States, Nashville - United States, Dallas - United States, San Antonio - United States, Tyler - United States, Salt Lake City - United States, Caba - Argentina, La Plata - Argentina, Salzburg - Austria, Wien - Austria, Bruxelles - Belgium, Charleroi - Belgium, Gent - Belgium, Leuven - Belgium, Yvoir - Belgium, Brasilia - Brazil, Curitiba - Brazil, Rio de Janeiro - Brazil, Campinas - Brazil, Jau - Brazil, Sao Paulo - Brazil, São Paulo - Brazil, São Paulo - Brazil, Vancouver - Canada, Vancouver - Canada, Toronto - Canada, Quebec - Canada, Quebec - Canada, Bogota - Colombia, Bogota - Colombia, Praha 2 - Czechia, Olomouc - Czechia, Copenhagen - Denmark, Vejle - Denmark, Cairo - Egypt, HUS Helsinki - Finland, Turku - Finland, Paris Cedex 10 - France, Caen - France, Saint Priest en Jarez - France, Angers Cedex 1 - France, Bordeaux - France, Creteil - France, Grenoble - France, Lille - France, Marseille - France, Nantes - France, Nice Cedex - France, Pierre Benite Cedex - France, Poitiers - France, Rennes - France, Toulouse - France, Vandoeuvre les Nancy - France, Mannheim - Germany, Berlin - Germany, Duesseldorf - Germany, Eisenach - Germany, Frankfurt - Germany, Hamburg - Germany, Kiel - Germany, Koeln - Germany, Leipzig - Germany, Muenchen - Germany, Ulm - Germany, Hong Kong - Hong Kong, Budapest - Hungary, Alessandria - Italy, Ancona - Italy, Bergamo - Italy, Bologna - Italy, Catania - Italy, Firenze - Italy, Genova - Italy, Milano - Italy, Pescara - Italy, Pisa - Italy, Pavia - Italy, Reggio Calabria - Italy, Roma - Italy, Roma - Italy, Roma - Italy, Siena - Italy, Udine - Italy, Napoli - Italy, Napoli - Italy, Perugia - Italy, Nagoya - Japan, Nagoya - Japan, Maebashi city - Japan, Maebashi - Japan, Sapporo city - Japan, Sapporo - Japan, Nishinomiya - Japan, Tsukuba city - Japan, Kanazawa-city - Japan, Kumamoto City - Japan, Tsu-city - Japan, Nagasaki-city - Japan, Osaka Sayama - Japan, Suita city - Japan, Hidaka-city - Japan, Hamamatsu-city - Japan, Shimotsuke - Japan, Bunkyo ku - Japan, Bunkyo-ku - Japan, Chuo ku - Japan, Shinagawa ku - Japan, Shinjuku-ku - Japan, Shinjuku-ku - Japan, Akita - Japan, Chiba - Japan, Hiroshima - Japan, Niigata - Japan, Osaka - Japan, Saitama - Japan, Seoul - Korea, Republic of, Seoul - Korea, Republic of, Jeollanam-do - Korea, Republic of, Seoul - Korea, Republic of, Seoul - Korea, Republic of, Taegu - Korea, Republic of, Selangor - Malaysia, Mexico - Mexico, Monterrey - Mexico, Amsterdam - Netherlands, Oslo - Norway, Trondheim - Norway, Katowice - Poland, Lublin - Poland, Rzeszow - Poland, Warszawa - Poland, Wroclaw - Poland, Moscow - Russian Federation, Novosibirsk - Russian Federation, Saint Petersburg - Russian Federation, Singapore - Singapore, Singapore - Singapore, Bratislava - Slovakia, Bratislava - Slovakia, Bloemfontein - South Africa, Cape Town - South Africa, Parktown - South Africa, Pretoria - South Africa, Pretoria - South Africa, Elche - Spain, Granada - Spain, Malaga - Spain, Santander - Spain, Salamanca - Spain, Barcelona - Spain, Barcelona - Spain, Hospitalet de LLobregat - Spain, Valencia - Spain, La Coruna - Spain, Santiago de Compostela - Spain, Bilbao - Spain, San Sebastian - Spain, La Laguna - Spain, Madrid - Spain, Madrid - Spain, Madrid - Spain, Zaragoza - Spain, Göteborg - Sweden, Huddinge - Sweden, Lulea - Sweden, Lund - Sweden, Orebro - Sweden, Stockholm - Sweden, Sundsvall - Sweden, Umeå - Sweden, Uppsala - Sweden, Geneve - Switzerland, Kaohsiung City - Taiwan, Taipei - Taiwan, Taoyuan - Taiwan, Bangkok - Thailand, Bangkok - Thailand, Bangkok - Thailand, Istanbul - Turkey, Adana - Turkey, Ankara - Turkey, Izmir - Turkey, Glasgow - United Kingdom, Leeds - United Kingdom, Liverpool - United Kingdom, London - United Kingdom, Nottingham - United Kingdom, Caracas - Venezuela",2009-09-02,2007-05-10,2020-11-18,INTERVENTIONAL,PHASE3
